repayment_ratio,liquidation_ratio,total_borrowed,portfolio_diversity,account_age_days,activity_frequency,total_collateral,unique_tokens,total_transactions,cluster,anomaly,score_raw,rank,credit_score
2.5651,2.206,0.000202,0.0,1543,0.238496,0.000518,31,368,0,1,-0.14003637303137764,1053.0,516.320645905421
0.0,1.157920892373162e+59,0.0,0.0,1220,0.07541,0.001124,66,92,0,1,-0.04759324053034432,738.0,616.2341407151096
1.3287,1.0231,0.011334,0.0,1598,0.026909,0.015059,15,43,0,1,-0.1732566864945095,1227.0,461.1303344867359
0.0,1.157920892373162e+59,0.0,0.0,1376,0.075581,0.012931,43,104,0,1,-0.01000304817020034,663.0,640.0230680507498
26.8668,16.6977,0.116889,0.0,1656,0.035024,3.140418,25,58,0,1,-0.15079155243462253,1107.0,499.19261822376006
0.0,1.157920892373162e+59,0.0,0.0,1653,0.141561,39.313417,35,234,0,1,0.10258553195128338,298.0,755.795847750865
0.3263,0.2513,0.000258,0.0,1514,0.212021,8.4e-05,109,321,0,1,-0.13367163634737203,1024.0,525.5190311418685
1.6049,1.3803,0.002374,0.0,1146,0.025305,0.003811,15,29,0,1,-0.2985776623099937,1589.0,346.30911188004615
3.4129,2.9351,0.015406,0.0,2523,0.02497,0.05258,23,63,0,1,0.0841319729021715,334.0,744.3771626297578
0.0,1.157920892373162e+59,0.0,0.0,1608,0.202736,0.003528,105,326,0,1,0.09776887181505384,309.0,752.3068050749712
3.6717,3.0476,0.03253,0.0,1430,0.214685,0.119442,41,307,0,1,-0.1745592752799776,1237.0,457.9584775086505
0.0,1.157920892373162e+59,0.0,0.0,1551,0.048356,0.001349,13,75,0,1,0.02531333536503551,536.0,680.3056516724337
0.0,1.157920892373162e+59,0.0,0.0,1394,0.101865,0.023108,52,142,0,1,0.0026692926690110724,626.0,651.7589388696655
6.0972,5.0327,1.926297,0.0,1708,0.117681,11.745086,49,201,0,1,-0.10295309206975785,913.0,560.726643598616
1.1622,1.017,0.958191,0.0,1206,0.16335,1.113656,34,197,0,1,-0.24753655511485015,1477.0,381.83391003460207
5.1476,3.0901,0.677634,0.0,1614,0.023544,3.48822,17,38,0,1,-0.16544108911786634,1194.0,471.59746251441754
1.4224,1.1066,0.001498,0.0,1322,0.242814,0.00213,151,321,0,1,-0.17147693975969105,1221.0,463.0334486735871
0.0,1.157920892373162e+59,0.0,0.0,1991,0.133099,0.001929,69,265,0,1,0.18151092360875098,161.0,799.2502883506344
5.8417,4.8486,0.019303,0.0,1818,0.870187,0.11276,442,1582,2,1,0.18597978235527154,142.0,339.8026315789474
0.0,1.157920892373162e+59,0.0,0.0,1515,0.273927,0.003709,77,415,0,1,0.07883489530065588,346.0,740.5709342560554
0.6031,0.519,0.007062,0.0,1175,0.971064,0.004259,128,1141,0,1,-0.0799415180791588,824.0,588.9561707035755
2.5312,1.4504,0.001477,0.0,1177,0.008496,0.003739,7,10,0,1,-0.2953054243315695,1584.0,347.8950403690888
0.0,1.157920892373162e+59,0.0,0.0,1685,0.053412,0.023328,35,90,0,1,0.06930662458655878,372.0,732.3241061130334
4.1384,3.5512,0.322214,0.0,1690,0.020118,1.333467,16,34,0,1,-0.1475318376930973,1086.0,505.85351787773936
1.1645,1.0015,0.040353,0.0,1459,0.058259,0.046992,25,85,0,1,-0.20257909118934772,1353.0,421.1649365628604
4.374,3.0316,4.691704,0.0,2309,0.295366,20.521326,168,682,0,1,0.15199698790848867,213.0,782.7566320645906
0.0,1.157920892373162e+59,0.0,0.0,1776,0.15991,0.003951,101,284,0,1,0.135160156239575,242.0,773.558246828143
0.0,1.157920892373162e+59,0.0,0.0,1728,0.399306,0.019184,82,690,0,1,0.16894976963748415,187.0,791.0034602076125
0.0,0.0,0.102954,0.0,1612,0.104839,0.0,33,169,0,1,-0.14794132352476372,1088.0,505.21914648212226
0.0,1.157920892373162e+59,0.0,0.0,1191,0.006717,0.013906,6,8,0,1,-0.08442775836693418,844.0,582.6124567474048
1.348,1.038,0.047315,0.0,1249,0.038431,0.063782,21,48,0,1,-0.2658479987791233,1508.0,372.0011534025375
0.0,1.157920892373162e+59,0.0,0.0,1431,0.449336,0.004567,82,643,0,1,0.09170096806929158,320.0,748.8177623990773
2.681,1.9981,0.025764,0.0,1291,0.020914,0.069073,16,27,0,1,-0.2590081378553683,1496.0,375.80738177623994
7.0104,5.7787,86.295018,0.0,1318,0.07132,604.962078,12,94,0,-1,0.3139706911076849,70.0,828.1141868512111
35.5223,26.2155,0.001098,0.0,1972,0.051724,0.03901,48,102,0,1,-0.05559091770710182,761.0,608.9388696655133
1.149,1.0054,0.000232,0.0,1601,1.590881,0.000266,119,2547,2,1,0.1864332691674112,141.0,343.42105263157896
0.0007,0.0005,0.009528,0.0,1538,0.1658,6e-06,74,255,0,1,-0.14552990824494025,1075.0,509.34256055363323
3.6906,3.0905,0.018589,0.0,1514,0.057464,0.068605,32,87,0,1,-0.1856780916990364,1279.0,444.636678200692
1.3741,1.0581,0.010226,0.0,1431,0.685535,0.014052,228,981,0,1,-0.029894550328006114,710.0,625.1153402537486
0.0,1.157920892373162e+59,0.0,0.0,1316,0.165653,0.054261,57,218,0,1,-0.005203305609832693,646.0,645.4152249134947
0.0,1.157920892373162e+59,0.0,0.0,1490,0.025503,0.002868,21,38,0,1,0.005725202751218402,614.0,655.5651672433679
0.0,1.157920892373162e+59,0.0,0.0,1546,0.027814,0.002546,16,43,0,1,0.020396759233525172,553.0,674.9134948096886
2.5626,2.1375,0.056459,0.0,1517,0.015821,0.144684,11,24,0,1,-0.19881833721072006,1344.0,424.01960784313724
2.8838,2.4801,0.001311,0.0,2394,0.122389,0.003782,59,293,0,1,0.08212567924420376,337.0,743.4256055363321
0.0,1.157920892373162e+59,0.0,0.0,1948,0.73306,0.05398,536,1428,2,1,0.4276741051469215,100.0,491.77631578947364
4.4869,3.8139,4.093995,0.0,2004,0.150699,18.369543,57,302,0,1,-0.0011767589573530406,637.0,648.2698961937716
7.903,5.8767,0.023138,0.0,1262,0.102219,0.182856,26,129,0,1,-0.24843719671440348,1481.0,380.5651672433679
0.0,1.157920892373162e+59,0.0,0.0,1261,0.008723,0.001324,10,11,0,1,-0.06371831794471575,783.0,601.9607843137255
0.0,1.157920892373162e+59,0.0,0.0,1444,0.046399,0.005027,18,67,0,1,-0.0034893827987483167,641.0,647.0011534025375
1.3877,1.0685,0.001359,0.0,1263,0.009501,0.001886,7,12,0,1,-0.27140517266162145,1522.0,367.560553633218
2.5598,2.1198,0.002934,0.0,1470,0.110204,0.007511,60,162,0,1,-0.17987262020350422,1260.0,450.6632064590542
0.0,1.157920892373162e+59,0.0,0.0,1683,0.28164,0.001121,150,474,0,1,0.14784849544904147,219.0,780.8535178777393
0.0,1.157920892373162e+59,0.0,0.0,1698,0.037691,0.020552,24,64,0,1,0.06665885151068385,382.0,729.1522491349481
2.0054,1.5442,0.16266,0.0,1343,0.012658,0.326206,8,17,0,1,-0.24789703073377464,1478.0,381.5167243367936
0.009,0.007,0.160242,0.0,1593,0.124294,0.001436,71,198,0,1,-0.13917611038636774,1043.0,519.4925028835064
0.0491,0.0378,0.041271,0.0,2797,0.032892,0.002027,41,92,0,1,0.16669951566380656,192.0,789.4175317185698
0.9237,0.7753,0.003038,0.0,1856,0.508082,0.002807,76,943,0,1,0.021889929105521146,546.0,677.1337946943484
0.0,1.157920892373162e+59,0.0,0.0,1641,0.038391,1.818359,28,63,0,1,0.05311594419209667,427.0,714.878892733564
10667.9242,8214.3016,0.0,0.0,1510,0.062252,0.001306,19,94,0,1,-0.18805633730768875,1295.0,439.5617070357555
1948154.1541,1500078.6987,0.0,0.0,2856,0.370448,0.002784,338,1058,0,-1,0.5684646076439427,9.0,847.4625144175317
0.3446,0.2578,0.004929,0.0,1829,0.18316,0.001698,82,335,0,1,-0.05717995481673632,767.0,607.035755478662
0.0945,0.0827,0.019229,0.0,1727,0.068327,0.001818,45,118,0,1,-0.12076742849277788,972.0,542.0126874279124
1.3494,1.039,0.011687,0.0,1792,0.030692,0.01577,20,55,0,1,-0.11747804888356339,956.0,547.0876585928489
1377.9387,1061.0128,6e-06,0.0,1567,0.333121,0.007744,178,522,0,1,-0.07502044867739294,814.0,592.1280276816609
0.0,1.157920892373162e+59,0.0,0.0,2060,0.036893,0.031558,41,76,0,1,0.1711675747212013,181.0,792.9065743944636
0.0,1.157920892373162e+59,0.0,0.0,1702,0.159224,0.135043,113,271,0,1,0.11725831073052712,274.0,763.4083044982699
0.0,1.157920892373162e+59,0.0,0.0,1854,0.204962,3.932042,69,380,0,1,0.16138052045446757,200.0,786.8800461361016
125.6848,81.6951,0.000471,0.0,1473,0.19484,0.059211,48,287,0,1,-0.16465445412804264,1190.0,472.86620530565165
0.0,1.157920892373162e+59,0.0,0.0,1675,0.023881,0.120263,19,40,0,1,0.05607109195240119,415.0,718.6851211072665
1.3428,1.034,0.506298,0.0,1552,0.044459,0.679874,29,69,0,1,-0.17713552755423864,1252.0,453.20069204152253
2.4877,1.9155,0.001248,0.0,1502,0.032623,0.003105,15,49,0,1,-0.19864738284061673,1341.0,424.97116493656284
1.3891,1.2155,0.177445,0.0,1538,0.240572,0.246493,98,370,0,1,-0.12314038678935851,980.0,539.4752018454441
1.8542,1.4522,3.349173,0.0,1507,0.029197,6.2102,15,44,0,1,-0.18658931949542565,1287.0,442.09919261822375
1.4515,1.1378,12.440362,0.0,1500,0.014,18.056573,12,21,0,1,-0.16449852335361204,1188.0,473.50057670126876
1.4326,1.1223,53.182899,0.0,1472,0.022418,76.19113,13,33,0,-1,-0.04196235511775063,732.0,618.1372549019608
2.7635,1.7405,0.00448,0.0,1396,0.080946,0.01238,49,113,0,1,-0.20939442962420712,1370.0,415.77277970011534
1.4005,1.0784,0.051505,0.0,1518,0.052042,0.072134,25,79,0,1,-0.1874294280750166,1294.0,439.87889273356404
0.0,1.157920892373162e+59,0.0,0.0,1607,0.095831,0.013305,50,154,0,1,0.060531075318538616,399.0,723.760092272203
0.0,0.0,5.101441,0.0,2243,2.456531,1.4e-05,393,5510,2,-1,0.7054540725273926,31.0,741.4473684210527
1.5117,1.164,0.060873,0.0,1364,0.016129,0.092024,12,22,0,1,-0.2407450861589346,1450.0,390.3979238754325
0.0025,0.0018,0.028485,0.0,1415,0.326502,7e-05,84,462,0,1,-0.1450596282403589,1073.0,509.9769319492503
0.0399,0.0074,0.034393,0.0,1609,0.121193,0.001372,57,195,0,1,-0.13924975098228135,1045.0,518.8581314878893
0.0,0.0,0.044511,0.0,1572,0.062977,0.0,31,99,0,1,-0.16863198544892255,1206.0,467.7912341407151
57883.0874,49779.4552,0.0,0.0,2262,0.244032,0.001868,144,552,0,1,0.10314026594294724,296.0,756.4302191464822
0.0,1.157920892373162e+59,0.0,0.0,1612,0.01861,0.069822,8,30,0,1,0.03466082121275854,501.0,691.4071510957324
0.0024,0.0018,0.210364,0.0,1534,0.04498,0.000495,24,69,0,1,-0.18439720917205707,1271.0,447.17416378316034
0.0,1.157920892373162e+59,0.0,0.0,1756,5.694761,0.002001,369,10000,2,-1,1.4150119245644543,7.0,828.2894736842105
0.0,1.157920892373162e+59,0.0,0.0,2501,1.010396,0.002582,239,2527,2,1,0.5933656774185458,52.0,665.4605263157895
2.3869,1.8379,0.025322,0.0,1419,0.012685,0.060442,9,18,0,1,-0.22714271551249077,1424.0,398.6447520184544
1.3558,1.044,0.004973,0.0,1402,0.018545,0.006743,13,26,0,1,-0.22968768192690833,1437.0,394.5213379469435
2.6324,1.6761,0.184629,0.0,2108,0.163662,0.486023,121,345,0,1,0.028248619750894287,527.0,683.1603229527104
0.0,1.157920892373162e+59,0.0,0.0,1584,0.019571,0.36561,15,31,0,1,0.0291192278571063,524.0,684.1118800461361
0.0,1.157920892373162e+59,0.0,0.0,1415,0.041696,0.014202,27,59,0,1,-0.010157053199609849,664.0,639.7058823529412
0.0,1.157920892373162e+59,0.0,0.0,1387,0.013699,0.267556,14,19,0,1,-0.02678899673466536,706.0,626.3840830449826
0.0,1.157920892373162e+59,0.0,0.0,1551,0.019342,0.001128,13,30,0,1,0.019224398541890637,559.0,673.0103806228374
1.3192,1.0158,0.028688,0.0,1798,0.106785,0.037845,47,192,0,1,-0.09190387691841728,880.0,571.1937716262976
58.0546,37.7355,2.2e-05,0.0,1903,0.057278,0.001279,33,109,0,1,-0.07739847222247503,821.0,589.9077277970011
0.0,1.157920892373162e+59,0.0,0.0,1634,0.022032,0.260643,17,36,0,1,0.043909596518081476,465.0,702.8258362168397
0.0,1.157920892373162e+59,0.0,0.0,1441,0.013879,0.008565,15,20,0,1,-0.011748567369618608,669.0,638.1199538638984
0.0,0.0,0.183764,0.0,1422,0.068917,0.0,16,98,0,1,-0.21272266209405308,1380.0,412.60092272202996
3.911,3.3635,0.138932,0.0,1414,0.012023,0.543365,8,17,0,1,-0.22836774066366744,1430.0,396.7416378316032
1.9271,1.4838,0.238499,0.0,1425,0.023158,0.459602,19,33,0,1,-0.2200378247735884,1400.0,406.2572087658593
1.5645,1.2047,0.172697,0.0,1426,0.01122,0.270191,9,16,0,1,-0.22504689619964313,1416.0,401.1822376009227
1.1547,1.0104,0.011629,0.0,1628,0.132678,0.013428,60,216,0,1,-0.13072554000062697,1008.0,530.5940023068051
1.8374,1.5725,1.134791,0.0,1630,0.019018,2.085093,13,31,0,1,-0.16279836037170392,1181.0,475.7208765859285
34.8184,28.8958,3.2e-05,0.0,1549,0.39122,0.001114,155,606,0,1,-0.074182331200516,808.0,594.0311418685121
466.3316,340.4221,0.000111,0.0,1823,0.051563,0.05172,29,94,0,1,-0.10187124332507927,907.0,562.6297577854671
1.4454,1.2573,4.239803,0.0,1557,0.278741,6.128008,81,434,0,1,-0.1012303578832531,903.0,563.8985005767013
0.0095,0.0073,0.028258,0.0,2019,0.130758,0.000268,90,264,0,1,-0.013265625675244294,671.0,637.4855824682815
3.0682,2.5653,0.132669,0.0,1565,0.015974,0.407058,13,25,0,1,-0.18469008113045338,1273.0,446.53979238754323
0.0112,0.0,0.039093,0.0,1819,0.118747,0.000437,54,216,0,1,-0.08153811045446328,830.0,587.0530565167244
0.0,1.157920892373162e+59,0.0,0.0,1415,0.00636,0.076256,8,9,0,1,-0.022222314806417776,695.0,629.8731257208766
0.0,1.157920892373162e+59,0.0,0.0,1416,0.010593,0.032356,10,15,0,1,-0.020594276058619174,693.0,630.5074971164936
0.0,1.157920892373162e+59,0.0,0.0,1702,0.014101,0.001215,14,24,0,1,0.06004528109020578,401.0,723.125720876586
154.3993,134.7906,8.6e-05,0.0,1625,0.12,0.013308,45,195,0,1,-0.13816816532315815,1040.0,520.444059976932
0.0273,0.0105,0.08881,0.0,1523,0.189757,0.002427,64,289,0,1,-0.14718683726980225,1085.0,506.17070357554786
5.5918,4.8922,0.007819,0.0,1633,0.044091,0.043721,23,72,0,1,-0.15782483974762324,1152.0,484.91926182237603
0.0014,0.0009,0.389964,0.0,2781,0.035958,0.000549,29,100,0,1,0.1607921747281515,202.0,786.2456747404844
0.0,0.0,0.057422,0.0,1545,0.042071,0.0,11,65,0,1,-0.18567302208346104,1278.0,444.9538638985006
67119.807,51682.2514,1e-06,0.0,1715,0.082216,0.054797,42,141,0,1,-0.11441164478450525,942.0,551.5282583621683
1.008,0.882,0.002552,0.0,1474,0.013569,0.002572,12,20,0,1,-0.21109976434559322,1374.0,414.5040369088812
0.0,1.157920892373162e+59,0.0,0.0,1706,0.252638,0.083212,88,431,0,1,0.13218910347095464,246.0,772.289504036909
2.8554,2.4553,0.001974,0.0,1557,0.039178,0.005638,31,61,0,1,-0.17790155321289175,1257.0,451.6147635524798
2.4443,2.1387,0.008389,0.0,1479,0.146721,0.020504,71,217,0,1,-0.16694365105490167,1200.0,469.69434832756633
10.0993,8.4774,0.006865,0.0,1514,0.053501,0.069328,32,81,0,1,-0.18652858172429188,1286.0,442.4163783160323
0.0323,0.0283,0.017785,0.0,2264,0.501767,0.000575,137,1136,0,1,0.15843893949084617,209.0,784.0253748558247
54.3014,41.9424,5.1e-05,0.0,1591,0.066625,0.002772,32,106,0,1,-0.16240845205081714,1176.0,477.3068050749712
0.0,1.157920892373162e+59,0.0,0.0,1587,0.865784,0.001951,111,1374,0,1,0.23363143848423257,120.0,812.2549019607843
0.0,1.157920892373162e+59,0.0,0.0,1788,0.074385,1.349178,36,133,0,1,0.10360338067194741,293.0,757.3817762399077
0.0039,0.003,0.010515,0.0,1592,0.114322,4.1e-05,32,182,0,1,-0.1520098186512872,1112.0,497.6066897347174
0.9346,0.7196,0.002213,0.0,1774,0.399098,0.002069,125,708,0,1,-0.014044689124829287,675.0,636.2168396770473
232.9349,179.3599,0.000161,0.0,1525,0.019672,0.037494,9,30,0,1,-0.19649220791716893,1328.0,429.0945790080738
0.0,1.157920892373162e+59,0.0,0.0,1611,0.09311,0.018311,33,150,0,1,0.0566744687106593,408.0,720.9054209919261
0.0,1.157920892373162e+59,0.0,0.0,1543,0.137395,0.02218,61,212,0,1,0.0541802081428801,423.0,716.1476355247981
0.0,1.157920892373162e+59,0.0,0.0,1621,0.006786,0.036787,8,11,0,1,0.034605153650454315,502.0,691.0899653979238
2.7643,2.1285,0.045585,0.0,1447,0.014513,0.126011,9,21,0,1,-0.21895926715048494,1398.0,406.8915801614763
1.483,1.1419,0.04868,0.0,1477,0.008802,0.072191,9,13,0,1,-0.2118844898819647,1377.0,413.5524798154556
0.0,1.157920892373162e+59,0.0,0.0,1447,0.102972,0.086066,20,149,0,1,0.009497732003629331,602.0,659.3713956170703
1.4706,1.1545,0.013907,0.0,1667,0.023995,0.020451,26,40,0,1,-0.15194812206565284,1110.0,498.2410611303345
0.0,1.157920892373162e+59,0.0,0.0,2376,0.210438,0.033898,150,500,0,1,0.33022490788744807,64.0,830.0173010380623
2.6554,2.0446,0.026749,0.0,1537,0.02147,0.07103,11,33,0,1,-0.19222882587818635,1313.0,433.85236447520185
1.536,1.1827,0.044663,0.0,1703,0.035232,0.068601,33,60,0,1,-0.13764683029968497,1038.0,521.0784313725491
0.0,1.157920892373162e+59,0.0,0.0,1506,0.032537,0.006797,19,49,0,1,0.011094010351538432,598.0,660.6401384083044
1.0872,0.8372,0.000249,0.0,1915,0.219321,0.000271,81,420,0,1,-0.024800412173773975,701.0,627.9700115340254
0.0,1.157920892373162e+59,0.0,0.0,1633,0.037967,0.083075,19,62,0,1,0.04745294002312334,446.0,708.8523644752019
2.1937,1.6891,0.004688,0.0,1454,0.019257,0.010284,14,28,0,1,-0.2149229442932677,1384.0,411.33217993079586
0.0,0.0,0.051439,0.0,1686,0.066429,0.0,45,112,0,1,-0.1325240388919417,1018.0,527.4221453287197
6.0276,4.0699,0.023611,0.0,2701,1.250648,0.142321,429,3378,2,1,0.5635506478945046,59.0,640.1315789473684
2.8374,2.2427,0.042007,0.0,1827,0.244663,0.119191,80,447,0,1,-0.04438655241218281,735.0,617.1856978085352
7.4536,1.7456,0.008934,0.0,1562,0.120359,0.066588,66,188,0,1,-0.15032496360956635,1100.0,501.41291810841983
0.0,0.0,0.043654,0.0,1631,0.043532,0.0,20,71,0,1,-0.1592193895923321,1158.0,483.0161476355248
1.5235,1.1731,0.007342,0.0,1643,0.254413,0.011186,112,418,0,1,-0.0869673714261989,855.0,579.123414071511
1.7819,1.372,0.003989,0.0,1680,0.005952,0.007107,9,10,0,1,-0.15668440099549114,1142.0,488.09111880046135
0.0007,0.0005,0.238771,0.0,2247,0.051179,0.000174,20,115,0,1,0.013922369025558653,589.0,663.4948096885813
0.0,1.157920892373162e+59,0.0,0.0,1524,0.028215,0.004051,15,43,0,1,0.014138027630019673,585.0,664.7635524798154
0.0,0.0,29.727591,0.0,1542,0.272374,2.1e-05,75,420,0,1,-0.05333741288436641,755.0,610.8419838523645
0.0005,0.0,0.037538,0.0,1937,0.235932,2e-05,89,457,0,1,-0.012562369680879704,670.0,637.8027681660899
0.0,1.157920892373162e+59,0.0,0.0,1824,0.354715,0.012518,116,647,0,1,0.19606909125413036,147.0,803.6908881199538
283889.635,248403.4306,0.0,0.0,1693,0.297106,0.040908,47,503,0,1,-0.04859991214833709,741.0,615.2825836216839
0.0,1.157920892373162e+59,0.0,0.0,1726,0.057937,0.002682,24,100,0,1,0.07882478271672548,347.0,740.2537485582468
0.8997,0.6928,0.000144,0.0,1601,0.049344,0.000129,27,79,0,1,-0.1645936509124329,1189.0,473.1833910034602
3.3818,2.8475,0.072361,0.0,1826,0.022453,0.244711,19,41,0,1,-0.10989149038072382,931.0,555.0173010380622
0.0024,0.0015,0.019024,0.0,1526,0.129751,4.5e-05,43,198,0,1,-0.16445192798685812,1187.0,473.8177623990773
0.6531,0.5715,0.004805,0.0,1758,3.235495,0.003139,304,5688,2,-1,0.6510815985887881,41.0,705.2631578947369
14891.0328,11466.0953,0.0,0.0,1490,0.058389,0.00139,25,87,0,1,-0.19239753811364468,1314.0,433.5351787773933
0.5112,0.4473,0.00411,0.0,1509,0.133201,0.002101,60,201,0,1,-0.1641529789377924,1186.0,474.1349480968858
0.0,1.157920892373162e+59,0.0,0.0,2754,0.019608,0.010692,26,54,0,1,0.35488506221355093,50.0,834.4579008073817
9908.9708,8670.3494,0.0,0.0,1694,0.015348,0.003931,15,26,0,1,-0.14814723276942585,1089.0,504.9019607843137
0.0,1.157920892373162e+59,0.0,0.0,1493,0.008038,0.015827,10,12,0,1,9.864873274496866e-05,634.0,649.2214532871972
0.0,1.157920892373162e+59,0.0,0.0,1512,0.043651,0.003307,24,66,0,1,0.01635837158337277,574.0,668.2525951557093
0.0,1.157920892373162e+59,0.0,0.0,2771,0.018405,0.00543,23,51,0,1,0.3584772994529007,44.0,836.361014994233
0.0,1.157920892373162e+59,0.0,0.0,1716,0.223193,0.00221,99,383,0,1,0.13144910223777367,249.0,771.3379469434833
0.0,1.157920892373162e+59,0.0,0.0,1610,0.011801,0.04255,8,19,0,1,0.03264416803855413,507.0,689.5040369088812
1.6502,1.4191,0.056391,0.0,1600,0.029375,0.093055,27,47,0,1,-0.16892437187390838,1210.0,466.52249134948096
0.0,1.157920892373162e+59,0.0,0.0,1526,0.024246,0.005253,14,37,0,1,0.013604942628018906,590.0,663.1776239907728
0.0,1.157920892373162e+59,0.0,0.0,1837,0.768645,0.00645,312,1412,0,1,0.34315991560004655,56.0,832.5547866205305
0.0,1.157920892373162e+59,0.0,0.0,1523,0.167433,0.026287,79,255,0,1,0.05946796429281664,405.0,721.8569780853518
0.0,1.157920892373162e+59,0.0,0.0,1638,0.087302,0.002153,45,143,0,1,0.0660797811831705,384.0,728.517877739331
0.0,1.157920892373162e+59,0.0,0.0,1947,0.022085,0.347092,18,43,0,1,0.13070996150790773,251.0,770.7035755478662
0.0,1.157920892373162e+59,0.0,0.0,1788,2.492729,0.00152,722,4457,2,-1,0.8154570425730456,24.0,766.7763157894738
59.0945,50.8153,8.1e-05,0.0,2667,0.08174,0.004769,52,218,0,1,0.14634926593289047,221.0,780.2191464821223
0.0,1.157920892373162e+59,0.0,0.0,1725,0.02087,0.020851,15,36,0,1,0.06813875192886783,377.0,730.7381776239909
0.0182,0.014,0.093755,0.0,1604,0.03803,0.001704,16,61,0,1,-0.16879460819944614,1208.0,467.156862745098
0.0,1.157920892373162e+59,0.0,0.0,1619,0.031501,0.011159,24,51,0,1,0.043447659411251054,470.0,701.239907727797
0.0,1.157920892373162e+59,0.0,0.0,1641,0.045094,0.004165,40,74,0,1,0.0565846504021926,409.0,720.5882352941176
0.3809,0.2933,0.001106,0.0,1787,0.117515,0.000421,72,210,0,1,-0.0862293802699439,854.0,579.4405997693195
0.0,0.0,0.069718,0.0,1542,0.075875,3e-06,25,117,0,1,-0.1757734268788978,1244.0,455.73817762399074
0.0,1.157920892373162e+59,0.0,0.0,1484,0.074124,0.001355,21,110,0,1,0.014112304604977855,586.0,664.4463667820069
0.0014,0.001,0.889305,0.0,2766,0.398771,0.001287,243,1103,0,1,0.3105332972494677,73.0,827.1626297577855
0.0,1.157920892373162e+59,0.0,0.0,2488,0.835611,0.044431,351,2079,2,1,0.5736064995551445,55.0,654.6052631578948
0.0,1.157920892373162e+59,0.0,0.0,2804,0.027461,0.021153,20,77,0,1,0.3692684598872507,38.0,838.2641291810842
0.0,1.157920892373162e+59,0.0,0.0,1566,0.083653,0.016753,29,131,0,1,0.0410598459820366,481.0,697.7508650519031
109302.3827,84162.8347,0.0,0.0,1499,0.148766,0.001764,36,223,0,1,-0.1578100603828627,1151.0,485.2364475201846
0.0,1.157920892373162e+59,0.0,0.0,1522,0.03088,0.005446,24,47,0,1,0.016470689931655767,573.0,668.5697808535178
0.0,0.0,0.009566,0.0,1815,0.120661,0.0,49,219,0,1,-0.08359827675671515,842.0,583.246828143022
0.0015,0.0012,0.015326,0.0,1500,0.028667,2.3e-05,24,43,0,1,-0.19766172338199037,1337.0,426.239907727797
0.0002,0.0002,0.124721,0.0,1644,0.363139,3.1e-05,110,597,0,1,-0.06363007814939309,782.0,602.2779700115341
1.0111,0.7785,0.003747,0.0,1514,0.122853,0.003788,40,186,0,1,-0.17007425224863879,1216.0,464.61937716262975
0.0,0.0,0.076866,0.0,1523,0.09258,4e-06,32,141,0,1,-0.17576070828313659,1243.0,456.0553633217993
0.9656,0.6949,0.001917,0.0,1643,0.23311,0.001851,52,383,0,1,-0.10707996766357067,922.0,557.8719723183391
1.6495,1.2701,0.017393,0.0,2794,1.153185,0.028689,546,3222,2,-1,0.5986613993696692,51.0,669.078947368421
0.0,1.157920892373162e+59,0.0,0.0,1962,2.470948,0.040514,814,4848,2,-1,0.9030551948381996,20.0,781.25
408.8039,314.779,1.3e-05,0.0,1491,0.006707,0.005113,6,10,0,1,-0.20934196047149273,1369.0,416.0899653979239
306.9956,236.3866,8.6e-05,0.0,1526,0.041284,0.02646,21,63,0,1,-0.18859909352305987,1299.0,438.29296424452133
0.0,1.157920892373162e+59,0.0,0.0,1491,0.269618,0.007033,113,402,0,1,0.08034085515361934,340.0,742.4740484429066
1.1782,0.917,0.001412,0.0,1513,0.035691,0.001663,20,54,0,1,-0.19367089117050235,1320.0,431.6320645905421
0.0,1.157920892373162e+59,0.0,0.0,1506,0.033865,0.024988,22,51,0,1,0.012157066857019734,596.0,661.2745098039215
0.2203,0.1696,0.006752,0.0,1607,0.577474,0.001487,161,928,0,1,-0.015973237342311316,681.0,634.313725490196
4.0367,3.4518,0.000443,0.0,1505,0.162791,0.001787,67,245,0,1,-0.15733178856460334,1147.0,486.5051903114187
0.0,1.157920892373162e+59,0.0,0.0,1507,0.009954,0.005932,11,15,0,1,0.004608264968118239,619.0,653.9792387543253
0.0,1.157920892373162e+59,0.0,0.0,1500,0.013333,0.169007,9,20,0,1,0.0029579834962940865,624.0,652.3933102652826
0.0,1.157920892373162e+59,0.0,0.0,1659,0.018083,0.034953,14,30,0,1,0.04905761615127506,440.0,710.7554786620531
1.5309,1.1788,0.004219,0.0,1497,0.034736,0.006459,15,52,0,1,-0.19958471187690538,1347.0,423.06805074971163
0.0,1.157920892373162e+59,0.0,0.0,1590,0.040881,0.221807,15,65,0,1,0.0352032718151889,499.0,692.0415224913495
0.0,1.157920892373162e+59,0.0,0.0,1502,0.066578,0.004897,17,100,0,1,0.01653160556107599,572.0,668.8869665513264
0.0,1.157920892373162e+59,0.0,0.0,1622,0.428483,0.005905,147,695,0,1,0.1607771845789011,203.0,785.9284890426759
0.0,0.0,0.042216,0.0,1823,0.900165,0.0,313,1641,0,1,0.16084568641738994,201.0,786.562860438293
0.0075,0.0061,0.298323,0.0,1791,3.422111,0.002242,211,6129,2,-1,0.6832263433848664,35.0,726.9736842105262
14.8464,12.7664,0.083358,0.0,1715,0.016327,1.237559,15,28,0,1,-0.142317268454305,1064.0,512.8316032295271
