repayment_ratio,liquidation_ratio,total_borrowed,portfolio_diversity,account_age_days,activity_frequency,total_collateral,unique_tokens,total_transactions,cluster,anomaly,score_raw,rank,credit_score
0.0,1.157920892373162e+59,0.0,0.0,289,0.027682,1.012171,6,8,0,1,-0.3292582631782828,1642.0,329.4982698961938
2.6079,2.1645,0.002095,0.0,1524,0.095801,0.005463,66,146,0,1,-0.16617799404715333,1197.0,470.64590542099194
2.1559,1.7972,3.13119,0.0,175,0.32,6.750537,17,56,0,1,-0.5129607310840627,1716.0,306.0265282583622
0.0,1.157920892373162e+59,0.0,0.0,258,0.093023,0.004796,13,24,0,1,-0.32696945240832465,1634.0,332.03575547866205
4.1066,3.4085,0.00074,0.0,158,0.050633,0.003037,7,8,0,1,-0.5701635039400151,1735.0,300.0
2.2046,1.8298,0.001615,0.0,1348,0.218843,0.003561,124,295,0,1,-0.17580062222875015,1245.0,455.42099192618224
2.4561,2.0329,116.510565,0.0,1564,0.179668,286.159816,33,281,0,-1,0.2918434204400846,84.0,823.6735870818916
4.3063,3.7034,0.394942,0.0,907,0.328556,1.700726,126,298,0,1,-0.2797693734522635,1550.0,358.679354094579
3.2356,2.7826,0.92866,0.0,2416,0.185017,3.004732,88,447,0,1,0.11547832010860438,275.0,763.0911188004613
5.0084,4.1069,0.566489,0.0,1532,0.007833,2.837217,7,12,0,1,-0.19461484622160902,1321.0,431.31487889273353
0.0,1.157920892373162e+59,0.0,0.0,1373,0.038602,0.078977,25,53,0,1,-0.022903086095669316,696.0,629.555940023068
2.0687,1.717,0.00122,0.0,1150,0.064348,0.002524,51,74,0,1,-0.28071752101374176,1552.0,358.0449826989619
1.6378,1.4085,0.000794,0.0,174,0.316092,0.001301,23,55,0,1,-0.5234648244589656,1723.0,303.8062283737024
0.0,1.157920892373162e+59,0.0,0.0,160,0.0375,0.063086,4,6,0,1,-0.36461038569534476,1676.0,318.71395617070357
0.0,1.157920892373162e+59,0.0,0.0,1612,0.199752,0.001772,129,322,0,1,0.10448460254737639,292.0,757.6989619377163
0.0,1.157920892373162e+59,0.0,0.0,388,0.06701,0.005063,11,26,0,1,-0.2951282978143264,1583.0,348.21222606689736
0.0,1.157920892373162e+59,0.0,0.0,435,0.027586,0.002129,10,12,0,1,-0.28845750205958426,1572.0,351.7012687427912
2.2579,1.874,0.000321,0.0,1173,0.69139,0.000725,383,811,0,1,-0.06820606955130837,793.0,598.7889273356402
5.3259,4.4205,0.000567,0.0,1183,0.061708,0.00302,45,73,0,1,-0.27359389448681826,1529.0,365.3402537485582
2.298,1.9073,0.001434,0.0,970,0.226804,0.003296,127,220,0,1,-0.2815941165222315,1554.0,357.41061130334487
2.3703,1.9673,0.002304,0.0,991,0.241171,0.005462,132,239,0,1,-0.27165987991361973,1524.0,366.9261822376009
2.3255,1.9302,0.001274,0.0,964,0.227178,0.002963,122,219,0,1,-0.28453774051456393,1563.0,354.55594002306805
3.3519,2.4469,0.018014,0.0,1647,0.087432,0.060382,44,144,0,1,-0.1391777379463988,1044.0,519.1753171856978
2.1365,1.7733,0.001433,0.0,960,0.233333,0.003062,123,224,0,1,-0.28430655463716037,1562.0,354.8731257208766
11.7476,9.8422,1.02165,0.0,1878,0.115548,12.00198,52,217,0,1,-0.05683829039797042,764.0,607.9873125720876
2.2114,1.8355,0.000513,0.0,1127,0.080745,0.001134,59,91,0,1,-0.28194434218586395,1556.0,356.7762399077278
0.0,1.157920892373162e+59,0.0,0.0,1020,0.231373,0.00113,82,236,0,1,-0.07047915311073756,798.0,597.2029988465974
3.9204,3.2147,4.969753,0.0,834,0.077938,19.483526,10,65,0,1,-0.3539260718266113,1669.0,320.93425605536333
6.8061,5.8532,1.547829,0.0,482,0.029046,10.534643,5,14,0,1,-0.474343356299775,1707.0,308.881199538639
6.0202,4.9968,1.481257,0.0,420,0.02619,8.9175,5,11,0,1,-0.49304794155436754,1711.0,307.61245674740485
3.6104,2.9605,1.626004,0.0,1272,0.07783,5.870496,35,99,0,1,-0.24104009029226336,1452.0,389.7635524798155
3.1231,2.5888,88.161263,0.0,1708,0.025176,275.340568,16,43,0,-1,0.22300649102041453,127.0,810.0346020761245
1.5243,1.178,0.570143,0.0,1327,0.076865,0.869096,15,102,0,1,-0.23645643935056126,1444.0,392.30103806228374
2.2419,1.9285,0.412409,0.0,1627,0.083589,0.924575,22,136,0,1,-0.14986132026977275,1096.0,502.681660899654
1.5761,1.3554,0.06771,0.0,229,0.218341,0.106717,19,50,0,1,-0.5226036928341293,1722.0,304.123414071511
1.5592,1.2941,0.002419,0.0,1459,0.105552,0.003771,57,154,0,1,-0.18469414936989575,1274.0,446.2226066897347
3.4961,2.9825,0.496044,0.0,769,0.050715,1.73421,9,39,0,1,-0.39781335418613306,1694.0,313.00461361014993
2.0057,1.6647,0.00032,0.0,1483,0.058665,0.000643,41,87,0,1,-0.19180080860661122,1311.0,434.4867358708189
2.0109,1.6691,0.000161,0.0,1832,0.293122,0.000324,149,537,0,1,-0.014434407597280255,676.0,635.8996539792388
2.557,2.0967,0.111187,0.0,186,0.435484,0.2843,14,81,0,1,-0.5046752310471094,1714.0,306.66089965397924
2.29,1.8778,0.374166,0.0,169,0.04142,0.856828,4,7,0,1,-0.5678410427786917,1734.0,300.31718569780855
4.8451,4.1668,0.678787,0.0,366,0.087432,3.288795,9,32,0,1,-0.5027619065571948,1712.0,307.2952710495963
3.0975,2.6638,0.002811,0.0,1877,1.540224,0.008707,443,2891,2,1,0.3559741626943312,116.0,433.88157894736844
0.0,1.157920892373162e+59,0.0,0.0,2252,0.03286,0.002235,29,74,0,1,0.22024651113126475,130.0,809.083044982699
1.7318,1.44,62.004308,0.0,1506,0.096282,107.382135,28,145,0,-1,0.02543028305084016,534.0,680.9400230680508
0.0,1.157920892373162e+59,0.0,0.0,1333,0.304576,0.002203,132,406,0,1,0.04668890863127692,452.0,706.9492502883506
1.8281,1.5173,0.000129,0.0,1403,0.161083,0.000236,123,226,0,1,-0.1720580145339162,1222.0,462.71626297577853
1.7802,1.4776,0.001603,0.0,1411,0.212615,0.002853,150,300,0,1,-0.1523337089672934,1114.0,496.97231833910035
1.7719,1.4707,0.000963,0.0,1554,0.818533,0.001706,336,1272,0,1,0.06387144428818214,389.0,726.9319492502884
1.8544,1.5392,0.001091,0.0,1630,0.130061,0.002022,72,212,0,1,-0.12764647672190618,994.0,535.0346020761245
3.0189,2.5963,0.00383,0.0,236,0.542373,0.011562,35,128,0,1,-0.4691725098053326,1705.0,309.51557093425606
0.0,1.157920892373162e+59,0.0,0.0,2044,0.26272,0.005858,324,537,0,1,0.29271836690625047,83.0,823.9907727797001
1.8228,1.5129,0.000324,0.0,2015,0.184615,0.00059,127,372,0,1,0.0076260422197733015,607.0,657.7854671280277
1.6807,1.2269,0.000335,0.0,1622,0.098644,0.000563,48,160,0,1,-0.1428133864814064,1065.0,512.5144175317185
1.3774,1.0624,0.002933,0.0,1695,0.037758,0.00404,22,64,0,1,-0.14229605183526933,1062.0,513.4659746251442
2.574,2.1645,0.007323,0.0,1660,0.194578,0.018849,72,323,0,1,-0.1052995443414518,917.0,559.4579008073817
1.2534,1.0403,0.001608,0.0,1565,0.366134,0.002016,246,573,0,1,-0.051205167981918334,750.0,612.4279123414071
1.8412,1.5282,0.000324,0.0,1314,0.21309,0.000596,172,280,0,1,-0.17423925758125017,1233.0,459.22722029988466
1.1721,0.938,0.001041,0.0,199,0.276382,0.00122,27,55,0,1,-0.5209175705198413,1721.0,304.4405997693195
3.3379,2.9207,0.000324,0.0,1805,1.301385,0.00108,551,2349,2,1,0.30572135651205135,127.0,394.07894736842104
2.7685,1.7995,0.002932,0.0,1924,0.141892,0.008117,44,273,0,1,-0.04943312449380166,744.0,614.3310265282583
2.4749,2.1655,0.678672,0.0,1578,0.118504,1.679646,66,187,0,1,-0.14372349376869503,1067.0,511.8800461361015
1.8519,1.5371,0.000965,0.0,1317,0.482916,0.001788,172,636,0,1,-0.11979411704771631,965.0,544.232987312572
0.8997,0.7468,0.002408,0.0,1359,0.025754,0.002166,17,35,0,1,-0.23908794962016222,1447.0,391.34948096885813
1.8338,1.5221,0.000321,0.0,1082,0.069316,0.000588,36,75,0,1,-0.3025988082006779,1596.0,344.0888119953864
1.2843,1.1045,0.000979,0.0,2140,0.138785,0.001258,61,297,0,1,0.015142434638718593,578.0,666.9838523644752
1.844,1.5305,0.000321,0.0,1158,0.115717,0.000591,40,134,0,1,-0.2715326548453845,1523.0,367.2433679354094
1.8539,1.5387,0.000343,0.0,1230,0.073984,0.000636,52,91,0,1,-0.25632253888865664,1491.0,377.3933102652826
1.3467,1.1178,0.001692,0.0,1085,0.065438,0.002279,34,71,0,1,-0.3030035357273355,1597.0,343.7716262975779
1.8442,1.5307,0.00032,0.0,1171,0.134073,0.000589,60,157,0,1,-0.2591892662435115,1497.0,375.4901960784314
1.2686,1.0529,0.001441,0.0,1121,0.109723,0.001828,57,123,0,1,-0.2786526562271123,1545.0,360.2652825836217
0.0,1.157920892373162e+59,0.0,0.0,1319,0.211524,0.001128,122,279,0,1,0.021552810128778806,548.0,676.4994232987312
0.0,1.157920892373162e+59,0.0,0.0,446,0.497758,0.001622,69,222,0,1,-0.19648011764723214,1327.0,429.4117647058823
2.1344,1.7716,0.000202,0.0,1453,0.660702,0.00043,260,960,0,1,-0.01995654696251535,691.0,631.1418685121107
2.6774,2.2659,7.345837,0.0,1812,0.046358,19.667834,17,84,0,1,-0.08071262594669691,828.0,587.6874279123415
207032.9391,178048.3276,0.0,0.0,174,0.034483,0.015926,6,6,0,1,-0.5452730600747019,1729.0,301.9031141868512
1.2864,1.1255,0.003729,0.0,174,1.258621,0.004798,100,219,0,1,-0.3681931348291094,1682.0,316.81084198385236
0.0,1.157920892373162e+59,0.0,0.0,281,0.238434,0.002485,26,67,0,1,-0.29554514924200137,1586.0,347.26066897347175
1.8506,1.536,0.00032,0.0,1144,0.059441,0.000593,45,68,0,1,-0.28487734206923565,1565.0,353.921568627451
1.8505,1.536,0.00032,0.0,1117,0.074306,0.000593,44,83,0,1,-0.28983548109270446,1576.0,350.43252595155707
1.8505,1.536,0.00032,0.0,1144,0.058566,0.000593,44,67,0,1,-0.28530260717350825,1567.0,353.2871972318339
1.8505,1.5359,0.00032,0.0,1079,0.05468,0.000593,40,59,0,1,-0.30513818993694375,1602.0,342.18569780853517
1.8293,1.5183,0.000321,0.0,1441,0.094379,0.000587,79,136,0,1,-0.18633778138174378,1283.0,443.3679354094579
0.6109,0.5069,0.003367,0.0,1852,0.172246,0.002057,35,319,0,1,-0.06526368029773383,787.0,600.6920415224913
0.0,1.157920892373162e+59,0.0,0.0,1878,0.3541,0.001301,278,665,0,1,0.25363786522590037,103.0,817.6470588235294
1.8192,1.5099,0.002585,0.0,1323,0.091459,0.004703,66,121,0,1,-0.22328852357135504,1407.0,404.03690888119957
0.0,1.157920892373162e+59,0.0,0.0,1784,0.27074,0.00164,145,483,0,1,0.17331205186571758,178.0,793.8581314878893
1.1633,1.0004,0.04085,0.0,1389,0.323974,0.047522,128,450,0,1,-0.14168985005094206,1061.0,513.7831603229527
4.0207,3.4578,0.000249,0.0,189,0.26455,0.001001,12,50,0,1,-0.529394347617017,1725.0,303.1718569780854
0.0,1.157920892373162e+59,0.0,0.0,177,0.028249,0.016427,4,5,0,1,-0.36125806993779885,1673.0,319.6655132641292
0.9509,0.7893,0.002416,0.0,1687,0.723177,0.002298,230,1220,0,1,0.057648866878493014,406.0,721.5397923875432
1.2072,1.0563,0.01164,0.0,205,0.204878,0.014052,15,42,0,1,-0.5326338954709329,1727.0,302.53748558246826
1.6772,1.3921,0.004262,0.0,1167,0.072836,0.007149,40,85,0,1,-0.2771989517755148,1539.0,362.1683967704729
3.5222,3.0267,0.753924,0.0,179,0.044693,2.655492,6,8,0,1,-0.562141428875172,1733.0,300.63437139561705
1.2965,1.1343,0.003112,0.0,1703,0.443922,0.004035,143,756,0,1,-0.020552840457573412,692.0,630.8246828143022
4.8413,4.1635,13.016269,0.0,1024,0.014648,63.015903,10,15,0,1,-0.26830849955881736,1515.0,369.78085351787774
1.2911,1.0716,0.001628,0.0,2307,0.108799,0.002102,113,251,0,1,0.06829812581097104,376.0,731.0553633217993
1.8484,1.5341,0.000961,0.0,1228,0.099349,0.001777,61,122,0,1,-0.24961983818013528,1483.0,379.93079584775086
2.9502,2.4192,3.775504,0.0,1342,0.014903,11.138453,10,20,0,1,-0.23248664301957359,1441.0,393.25259515570934
3.1262,2.6888,0.003399,0.0,1677,0.207513,0.010624,162,348,0,1,-0.07438793304823563,811.0,593.0795847750865
0.0,1.157920892373162e+59,0.0,0.0,1822,0.925906,0.001845,472,1687,2,1,0.41493988387236314,104.0,477.3026315789474
1.9222,1.5954,0.000961,0.0,1221,0.062244,0.001848,41,76,0,1,-0.26395384418253276,1504.0,373.2698961937716
4.7138,3.8884,247.623347,0.0,934,0.034261,1167.234731,14,32,0,-1,0.9051058625841429,3.0,849.3656286043829
1.8631,1.5464,0.000403,0.0,1480,1.404054,0.000751,686,2078,2,1,0.25205274328775207,135.0,365.13157894736844
1.8833,1.5631,0.000831,0.0,993,0.041289,0.001564,31,41,0,1,-0.33381240509405136,1648.0,327.5951557093426
7.7568,6.6709,0.000499,0.0,328,0.027439,0.003868,8,9,0,1,-0.5262035374419328,1724.0,303.48904267589387
1.8624,1.5458,0.000804,0.0,993,0.037261,0.001498,27,37,0,1,-0.33558496034428137,1650.0,326.96078431372547
1.8633,1.5465,0.000613,0.0,1029,0.078717,0.001142,47,81,0,1,-0.31277790033897457,1618.0,337.11072664359864
5.7765,4.9678,0.00025,0.0,1649,0.006064,0.001443,7,10,0,1,-0.16573049842996285,1195.0,471.280276816609
0.0,1.157920892373162e+59,0.0,0.0,2234,1.038496,0.001364,423,2320,2,1,0.5613399661220221,60.0,636.5131578947369
2.5873,2.1475,0.000698,0.0,1193,0.173512,0.001805,120,207,0,1,-0.22986395047747982,1438.0,394.20415224913495
5.7082,4.8742,2.79182,0.0,992,0.08871,15.936167,20,88,0,1,-0.31240488813731015,1615.0,338.06228373702425
2.5863,2.1389,12.47089,0.0,1921,0.035919,32.253556,26,69,0,1,-0.03126326419007698,712.0,624.4809688581315
1.8984,1.5757,0.000324,0.0,1335,0.08839,0.000615,64,118,0,1,-0.22107040963507596,1402.0,405.6228373702422
4.7605,4.0941,0.127292,0.0,1691,0.054406,0.605976,26,92,0,1,-0.13812011548845493,1039.0,520.7612456747405
0.2255,0.1871,0.002017,0.0,2313,0.661911,0.000455,350,1531,0,1,0.2676829313446232,96.0,819.8673587081892
1.8728,1.5544,0.000492,0.0,1531,0.094056,0.000921,94,144,0,1,-0.15734291188908348,1148.0,486.18800461361013
1.8759,1.557,0.000572,0.0,1160,0.056034,0.001073,46,65,0,1,-0.28081905089169085,1553.0,357.7277970011534
0.0,1.157920892373162e+59,0.0,0.0,202,0.188119,0.007201,12,38,0,1,-0.3291078102995961,1641.0,329.8154555940023
1.2823,1.0643,0.001611,0.0,1743,1.32817,0.002066,497,2315,2,1,0.2766691393979465,132.0,375.9868421052632
1.8229,1.513,0.000966,0.0,1168,0.172945,0.00176,94,202,0,1,-0.24379094737139648,1465.0,385.6401384083045
1.8149,1.5064,0.000499,0.0,1265,0.07668,0.000906,55,97,0,1,-0.24525926458756028,1470.0,384.05420991926184
0.0,1.157920892373162e+59,0.0,0.0,1810,0.198895,0.001604,80,360,0,1,0.14801014449585756,218.0,781.1707035755478
0.9475,0.7864,0.002714,0.0,1218,0.04844,0.002571,38,59,0,1,-0.26823629043193153,1514.0,370.0980392156863
3.3982,2.7913,0.140001,0.0,879,0.056883,0.475751,20,50,0,1,-0.36489253443207786,1677.0,318.396770472895
1.8102,1.5024,0.00037,0.0,1236,0.055016,0.00067,40,68,0,1,-0.26144865778069376,1498.0,375.1730103806228
1.8371,1.5248,0.00037,0.0,1779,0.039348,0.00068,36,70,0,1,-0.1150574147842389,945.0,550.5767012687428
11.3109,7.1813,0.000122,0.0,1366,0.693997,0.001383,321,948,0,1,-0.02418724832679993,699.0,628.6043829296425
0.0,1.157920892373162e+59,0.0,0.0,1053,0.34283,0.009309,48,361,0,1,-0.04910560273355884,743.0,614.6482122260669
1.7482,1.451,0.001441,0.0,1492,0.042225,0.002519,38,63,0,1,-0.19347453229179623,1317.0,432.5836216839677
0.0,1.157920892373162e+59,0.0,0.0,1636,0.336797,0.001888,215,551,0,1,0.16290072191292584,198.0,787.5144175317185
1.7575,1.4587,0.000644,0.0,2581,0.173964,0.001132,170,449,0,1,0.17680144612535756,171.0,796.078431372549
1.7575,1.4587,0.00129,0.0,2581,0.153816,0.002266,166,397,0,1,0.17054136900453862,182.0,792.5893886966551
1.7575,1.4587,0.001612,0.0,2581,0.168927,0.002833,163,436,0,1,0.17368616312938817,176.0,794.4925028835064
1.7575,1.4587,0.001612,0.0,1435,0.406272,0.002833,207,583,0,1,-0.09117011396805652,879.0,571.5109573241061
1.7568,1.4581,0.000643,0.0,1364,0.396628,0.001129,199,541,0,1,-0.11611053812864824,949.0,549.3079584775087
0.0763,0.0656,0.002551,0.0,1640,0.034756,0.000195,25,57,0,1,-0.1574032117251284,1149.0,485.8708189158016
1.7908,1.4864,0.000641,0.0,1076,0.067844,0.001148,45,73,0,1,-0.3022149592458201,1593.0,345.040369088812
1.8037,1.497,0.000321,0.0,1199,0.172644,0.000579,115,207,0,1,-0.22962576060403903,1436.0,394.838523644752
3.2213,2.6737,0.000642,0.0,1634,0.235618,0.002066,131,385,0,1,-0.08867689902415632,865.0,575.9515570934257
4.0396,3.3888,0.032456,0.0,206,0.048544,0.131107,8,10,0,1,-0.5567311128848227,1731.0,301.26874279123416
1.7667,1.4663,0.00159,0.0,1179,0.706531,0.00281,184,833,0,1,-0.11495106124440059,944.0,550.8938869665513
2.0234,1.7705,0.012242,0.0,996,0.059237,0.024771,17,59,0,1,-0.33327717658471784,1647.0,327.9123414071511
0.0,1.157920892373162e+59,0.0,0.0,188,0.021277,0.011877,5,4,0,1,-0.3589652454907615,1671.0,320.2998846597462
3.6441,3.1237,0.274169,0.0,1790,0.394413,0.999106,212,706,0,1,0.01336382226234887,591.0,662.8604382929643
0.0,1.157920892373162e+59,0.0,0.0,1347,0.08686,799.25282,18,117,0,-1,0.4503818459856754,23.0,843.0219146482123
0.8625,0.7159,0.003059,0.0,1425,0.218246,0.002638,80,311,0,1,-0.16530447504657367,1193.0,471.9146482122261
3.4723,2.9802,0.067831,0.0,1685,0.067062,0.235526,43,113,0,1,-0.1330057488394079,1020.0,526.7877739331027
1.8419,1.5104,2.559774,0.0,2600,0.407692,4.714901,208,1060,0,1,0.2615605129480516,100.0,818.598615916955
5.9788,5.0024,2.747834,0.0,1396,0.037249,16.428689,14,52,0,1,-0.21126653050531666,1375.0,414.1868512110727
5.4243,4.5423,6.494889,0.0,821,0.045067,35.230286,6,37,0,1,-0.351503865551978,1664.0,322.520184544406
0.7686,0.6379,0.001603,0.0,1291,0.048799,0.001232,44,63,0,1,-0.24635400672210325,1474.0,382.7854671280277
1.5952,1.324,0.002462,0.0,1238,0.361874,0.003927,148,448,0,1,-0.17315869614242038,1225.0,461.7647058823529
0.1952,0.162,0.003224,0.0,2598,0.297152,0.000629,246,772,0,1,0.23335860741040287,121.0,811.9377162629758
1.4994,1.2445,0.001606,0.0,1150,0.518261,0.002409,274,596,0,1,-0.1365011770493332,1033.0,522.6643598615917
1.4915,1.238,0.000643,0.0,1150,0.52,0.000959,282,598,0,1,-0.1341022512001053,1026.0,524.8846597462514
1.4915,1.238,0.000701,0.0,1150,0.541739,0.001045,293,623,0,1,-0.1271124025966718,990.0,536.3033448673586
1.5147,1.2531,0.004492,0.0,1533,0.138943,0.006804,47,213,0,1,-0.15955455605656405,1159.0,482.69896193771626
0.0,1.157920892373162e+59,0.0,0.0,1297,0.261372,0.003494,172,339,0,1,0.03806825396083201,491.0,694.5790080738177
6.7656,3.0114,0.05307,0.0,2004,0.306886,0.359045,79,615,0,1,0.02073662387215119,552.0,675.2306805074971
3.6021,3.0978,0.07589,0.0,1544,0.060881,0.273362,35,94,0,1,-0.1755927255360623,1240.0,457.00692041522495
2.8546,2.4549,0.156381,0.0,2805,0.048128,0.446402,41,135,0,1,0.173559333732792,177.0,794.1753171856978
1.3103,1.0744,0.005975,0.0,763,0.031455,0.007829,14,24,0,1,-0.4036472427676768,1696.0,312.3702422145329
1.5255,1.2662,0.000961,0.0,1669,0.403835,0.001466,253,674,0,1,-0.010812861802124273,666.0,639.0715109573241
2.7033,2.3248,0.003346,0.0,1560,0.055769,0.009046,19,87,0,1,-0.17668199676045698,1248.0,454.46943483275663
3.7039,3.0742,0.007296,0.0,1514,0.175033,0.027025,73,265,0,1,-0.15065326715588928,1104.0,500.1441753171857
0.0,1.157920892373162e+59,0.0,0.0,1153,0.080659,0.014407,59,93,0,1,-0.06707959293937849,790.0,599.7404844290658
0.2799,0.2323,0.003423,0.0,1457,0.358957,0.000958,152,523,0,1,-0.10863290330865825,924.0,557.2376009227221
1.5478,1.2847,0.002243,0.0,1864,0.101931,0.003472,83,190,0,1,-0.06525488395732044,786.0,601.0092272202999
1.2964,1.1206,0.60196,0.0,1814,0.077729,0.780376,41,141,0,1,-0.09367627074543997,886.0,569.2906574394464
10.0038,8.6033,0.0005,0.0,1595,0.084639,0.005003,51,135,0,1,-0.1525609782182005,1117.0,496.02076124567475
0.0,1.157920892373162e+59,0.0,0.0,1595,0.114734,0.001519,53,183,0,1,0.06194947745421789,393.0,725.6632064590542
1.7581,1.4453,0.000667,0.0,1280,0.200781,0.001172,25,257,0,1,-0.2244146925712649,1410.0,403.0853517877739
1.5745,1.3068,0.000967,0.0,1470,0.659184,0.001523,388,969,0,1,0.01808240953346149,565.0,671.1072664359862
0.0,1.157920892373162e+59,0.0,0.0,1401,0.266952,0.005522,165,374,0,1,0.0673203581876761,379.0,730.1038062283737
2.9538,1.9543,0.000319,0.0,1030,0.554369,0.000941,257,571,0,1,-0.17025328642290363,1219.0,463.66782006920414
2.9008,2.4947,0.006417,0.0,1565,0.030032,0.018616,21,47,0,1,-0.18018052090419592,1262.0,450.0288350634371
3.8597,3.3194,0.687193,0.0,576,0.043403,2.65239,13,25,0,1,-0.45057595432107406,1702.0,310.46712802768167
1.546,1.2832,0.000645,0.0,2541,0.05549,0.000997,93,141,0,1,0.11501990576066745,276.0,762.7739331026528
1.9823,1.6255,0.158085,0.0,1418,0.07969,0.313369,22,113,0,1,-0.2099656749221215,1371.0,415.45559400230684
1.4906,1.2372,0.000961,0.0,1278,0.107199,0.001433,75,137,0,1,-0.230451772222337,1440.0,393.5697808535179
1.4932,1.2393,0.001603,0.0,1118,0.836315,0.002394,69,935,0,1,-0.13904794331695192,1042.0,519.8096885813148
0.5159,0.4282,0.003993,0.0,1349,0.065234,0.00206,52,88,0,1,-0.22488879197164705,1414.0,401.8166089965398
1.5036,1.248,0.000831,0.0,1150,0.17913,0.001249,101,206,0,1,-0.2459051172916351,1472.0,383.4198385236448
0.8719,0.5668,0.001358,0.0,967,0.170631,0.001184,58,165,0,1,-0.3105227143002219,1611.0,339.33102652825835
1.5008,1.2457,0.001603,0.0,1118,0.085868,0.002406,48,96,0,1,-0.28633197345587413,1569.0,352.65282583621683
1.4846,1.2322,0.003222,0.0,1525,0.153443,0.004783,116,234,0,1,-0.14093019530168782,1057.0,515.0519031141869
0.0005,0.0004,0.008115,0.0,1421,0.075299,4e-06,27,107,0,1,-0.20925947893082228,1368.0,416.4071510957324
3.5104,3.019,0.030598,0.0,259,0.119691,0.107412,10,31,0,1,-0.5310141837482493,1726.0,302.8546712802768
1.5279,1.2681,0.003224,0.0,1525,0.151475,0.004925,117,231,0,1,-0.14108175666048672,1058.0,514.7347174163783
1.5279,1.2681,0.003224,0.0,1525,0.157377,0.004925,115,240,0,1,-0.14036823603571225,1055.0,515.686274509804
4.53,3.8958,0.297144,0.0,215,0.130233,1.346051,9,28,0,1,-0.5407551429919956,1728.0,302.22029988465977
1.216,1.064,0.138286,0.0,1184,0.013514,0.168158,11,16,0,1,-0.29096390715412423,1580.0,349.16378316032296
8.4118,6.8977,11.004821,0.0,1785,0.038655,92.570751,27,69,0,1,-0.03577042701210588,723.0,620.9919261822376
660.0031,544.1725,0.03181,0.0,1553,0.054089,20.994987,36,84,0,1,-0.16202989590220054,1174.0,477.94117647058823
0.0,1.157920892373162e+59,0.0,0.0,1006,0.069583,675.407156,8,70,0,-1,0.2760979569081825,92.0,821.1361014994233
0.0,1.157920892373162e+59,0.0,0.0,1229,0.502848,0.002632,169,618,0,1,0.06465388752077943,387.0,727.5663206459054
7.6478,6.5771,1.467321,0.0,932,0.10515,11.22173,34,98,0,1,-0.32843097241262115,1640.0,330.13264129181084
0.603,0.5005,0.004015,0.0,1501,0.094604,0.002421,78,142,0,1,-0.1697542758902582,1213.0,465.57093425605535
0.0,1.157920892373162e+59,0.0,0.0,207,0.188406,0.030095,14,39,0,1,-0.32711354278032795,1635.0,331.7185697808535
1.5241,1.265,0.000972,0.0,1150,0.569565,0.001482,299,655,0,1,-0.12025605536884984,969.0,542.964244521338
1.5164,1.2586,0.000441,0.0,1150,0.598261,0.00067,307,688,0,1,-0.11271888361902885,938.0,552.7970011534026
1.5087,1.2522,0.000852,0.0,1159,0.644521,0.001285,331,747,0,1,-0.09493422415428948,890.0,568.0219146482123
1.5001,1.2451,0.000964,0.0,1161,0.700258,0.001447,374,813,0,1,-0.07254111390969345,807.0,594.3483275663207
1.4947,1.2406,0.001061,0.0,1162,0.824441,0.001586,416,958,0,1,-0.037625285595724395,727.0,619.7231833910034
0.006,0.005,0.00242,0.0,1525,0.354098,1.5e-05,223,540,0,1,-0.07138240204761698,802.0,595.9342560553633
1.4991,1.2443,0.003224,0.0,1525,0.123279,0.004833,94,188,0,1,-0.15291677555070143,1120.0,495.06920415224914
1.4991,1.2442,0.003224,0.0,1525,0.153443,0.004833,117,234,0,1,-0.1406713327544989,1056.0,515.3690888119954
1.4979,1.2432,0.003224,0.0,1415,0.175265,0.004829,120,248,0,1,-0.16654555281678782,1199.0,470.0115340253749
3.4393,2.9578,0.188313,0.0,314,0.095541,0.647667,14,30,0,1,-0.5174718662298465,1719.0,305.0749711649366
3.5666,2.6036,0.003255,0.0,1073,0.095993,0.011608,38,103,0,1,-0.2995901075379893,1592.0,345.35755478662054
2.8039,2.4074,0.005309,0.0,1639,0.322758,0.014885,84,529,0,1,-0.08073449833654224,829.0,587.3702422145329
21.0282,17.4534,5.617775,0.0,208,0.125,118.131586,15,26,0,-1,-0.4606007356821901,1703.0,310.1499423298731
0.0,1.157920892373162e+59,0.0,0.0,2683,0.511741,0.025072,428,1373,2,1,0.5694244398363726,57.0,647.3684210526316
0.0,0.0,0.00388,0.0,1225,0.19102,0.0,93,234,0,1,-0.22437225111022902,1409.0,403.40253748558246
1.5457,1.283,0.000965,0.0,1914,0.329154,0.001492,228,630,0,1,0.03793199028112153,492.0,694.2618223760091
0.5199,0.4449,0.002901,0.0,2627,0.837457,0.001508,777,2200,2,1,0.5205601599967442,68.0,607.5657894736842
1.5419,1.2797,0.00016,0.0,1358,0.603093,0.000247,361,819,0,1,-0.034537501199148585,719.0,622.2606689734718
4.3467,3.5643,0.31547,0.0,208,0.024038,1.371257,5,5,0,1,-0.5591256038708112,1732.0,300.9515570934256
5.9768,5.14,1802.053112,0.0,587,0.09029,10770.450948,12,53,1,-1,10.079192044990812,1.0,850.0
0.0,1.157920892373162e+59,0.0,0.0,1300,0.158462,0.079653,29,206,0,1,-0.018388931823980176,687.0,632.4106113033449
0.0,0.0,0.003572,0.0,2667,0.23622,0.0,185,630,0,1,0.22148834413246787,128.0,809.7174163783161
