address,repayment_ratio,liquidation_ratio,total_borrowed,portfolio_diversity,account_age_days,activity_frequency,total_collateral,unique_tokens,total_transactions,kmeans_cluster,anomaly
0x0b148b0d0838a9abd30f9cb51ae2dd6a7c3cdfd0,1.352,1.1221,0.00024,0.0,1317,0.05467,0.000324,5,72,0,1
0x3fcba75f5d6022edb35c432adf8206cb54363a7d,1.352,1.1221,0.000643,0.0,1428,0.112045,0.000869,5,160,0,1
0x0aae0df463c77daae3cee78a38e16a06b552c445,1.352,1.1221,0.000256,0.0,1358,0.057437,0.000346,3,78,0,1
0x23161001833101caf8a2d23f3a817b6f44f55ff6,1.3573,1.1265,0.000224,0.0,1317,0.042521,0.000303,2,56,0,1
0xed6062c70b1b5b3506b7323c8373eab309bff51d,1.3573,1.1265,0.000224,0.0,1317,0.041762,0.000303,3,55,0,1
0xa04292c73b160f2165bda96c00ee4900287d3713,1.3573,1.1265,0.000192,0.0,1317,0.041002,0.00026,2,54,0,1
0xaf405b8b91bfdef9634bceb3f0b080957c5a7c7a,1.3573,1.1265,0.000246,0.0,0,0.0,0.000334,0,0,0,1
0xf78f2bba5ea14419ff7cb5e68d192cd214ec049e,1.3542,1.124,0.000626,0.0,1536,0.289063,0.000847,39,444,0,1
0x560f0b51eca3f4c6e5873de9091c8f4c200e8ac1,1.3686,1.1359,0.001768,0.0,1265,0.220553,0.00242,5,279,0,1
0x82081d64f48ee65351dedaddaceb02cc14d566e3,0.0,1.157920892373162e+59,0.0,0.0,1273,0.00707,1.710588,2,9,0,1
0xcfea03702066fd06a3331d1a347931103a1fde38,0.0,1.157920892373162e+59,0.0,0.0,14,0.285714,13.213513,1,4,0,1
0xa814e0fe83c4206cffc4e4c75c874573cd60f258,0.0,1.157920892373162e+59,0.0,0.0,15,0.933333,0.136982,1,14,0,1
0xa4dc23608db92c532e9f1b73f6a80b687bf38554,1.4478,1.2017,0.877875,0.0,1399,0.106505,1.270998,11,149,0,1
0xf9e1d1e9f22c96752356adfd377231528c7e851e,0.0,1.157920892373162e+59,0.0,0.0,1738,1.291715,0.001128,19,2245,0,1
0xcd747f6138582bcf60b4efb4b3622630029c5612,1.3742,1.1406,0.001718,0.0,1465,0.255973,0.00236,9,375,0,1
0x8dd4abfc90031237b8a0736d7485f0c4b4601872,1.3658,1.1336,0.000236,0.0,1458,0.135117,0.000322,18,197,0,1
0xc699104fafa74444ca4a4fa09f09dc604d403510,9.3335,6.3981,0.001532,0.0,2723,0.026809,0.014303,4,73,0,1
0x06b58a6711983515181262fd0d943f73fcb767d3,0.0,1.157920892373162e+59,0.0,0.0,1414,1.027581,0.003353,15,1453,0,1
0x9e05295a9a88fefa61de90422a708ff63878cd6b,4.3663,3.7214,8.219337,0.0,1673,0.222953,35.887985,9,373,0,1
0x4813f5074cf9dfe179ee052431cdf421f01377d2,0.0,1.157920892373162e+59,0.0,0.0,1430,0.045455,4.353459,3,65,0,1
0xfba11c84041c2d70a8a3a724c5d5212e50ba858a,1.4132,1.1729,0.000319,0.0,1507,0.715328,0.000451,30,1078,0,1
0x458902232d0ed0fd53580369f03af658374aa831,0.0,1.157920892373162e+59,0.0,0.0,80,0.15,0.110121,1,12,0,1
0xcf0fb4d249b8c2f17dd805ac2b6f28ffc3d0049c,0.0,1.157920892373162e+59,0.0,0.0,2532,0.947077,0.001696,91,2398,0,-1
0x83ca6e16db349f9e815509a3d3e99d9e8c758b3b,1.3998,1.1618,0.000958,0.0,1561,0.495195,0.001341,14,773,0,1
0x864d0e8f275c4706cc01e4b1f358dc7e3880dc12,0.0,1.157920892373162e+59,0.0,0.0,1515,0.29505,0.002935,4,447,0,1
0x1875190bdf2adfa01377678bdfe512f4105dcc42,2.9594,1.9236,7.12516,0.0,1623,0.175601,21.086455,5,285,0,1
0x94fa03db9599517496d736ac01fa98dbefdfb29d,1.3692,1.1365,0.000381,0.0,1555,0.178778,0.000522,6,278,0,1
0xdd6e1a285790d4088fd020c65c764babf44b31e8,3.2134,2.8117,0.001164,0.0,2667,1.278965,0.00374,52,3411,0,-1
0x3d2f5127c0fbd4ba0d2823ef26245280cd4da24d,1.4178,1.1768,0.000322,0.0,1595,0.441379,0.000457,14,704,0,1
0x9970a7766579c0b7068410282807d8bab302957b,0.0,1.157920892373162e+59,0.0,0.0,911,0.113063,2.577036,3,103,0,1
0xb493648f0ed96afe4adce0b5089670e7ba968e8c,1.4262,1.1837,0.00319,0.0,1300,0.117692,0.00455,12,153,0,1
0x2a4576ec0b0c4a8b5865321df1744fe160c76eae,1.1546,1.0098,2.919166,0.0,1648,0.098908,3.370424,3,163,0,1
0x02841908d2d747607b2af1e7f4ab260d024d7d80,1.4262,1.1837,0.003509,0.0,1300,0.133846,0.005005,11,174,0,1
0xf2fdaec3bdf60bb1363bce748cd1ff276fac5318,1.4338,1.19,0.002393,0.0,1143,0.081365,0.00343,2,93,0,1
0xc26ec7b6407cce7ea6a6715c2bb4a5b1219c46d6,1.8407,1.2796,0.002362,0.0,927,0.193096,0.004347,5,179,0,1
0xdf146838df8b9f450122bbc4cb2570357e222c17,0.0,1.157920892373162e+59,0.0,0.0,1085,0.406452,0.001309,7,441,0,1
0x26625cf2c9c0388a396a699dd377c1c05c571056,1.394,1.157,0.003208,0.0,2239,0.089772,0.004471,6,201,0,1
0xa70b2e3a172b1c237fa2a3e295c4cb0008b66d73,0.0,1.157920892373162e+59,0.0,0.0,1776,0.149212,0.013217,14,265,0,1
0x32267d604f90acaf3469d7f34e5458093911fa9f,1.8204,1.511,0.000478,0.0,1559,0.432328,0.000871,8,674,0,1
0x16248c2b45e839a8ab309cb1110b73af4c09c39c,2.2424,1.8751,8.096344,0.0,1566,0.118135,18.155583,4,185,0,1
0x9749eed9fe2027697c755d906c1ae70af44e9a92,1.3845,1.1491,0.000688,0.0,1322,1.1059,0.000953,39,1462,0,1
0x75ae38124c4d5b3a384eda37860d2a3ebabb0316,1.3828,1.1478,0.001594,0.0,1075,0.123721,0.002204,4,133,0,1
0x64e55c710550a89d00f39e38dfd07548b51b4943,0.0,1.157920892373162e+59,0.0,0.0,1801,0.666297,0.004236,33,1200,0,1
0x006970fd32059734e586a323b13fc1ce625f296b,1.375,1.1413,0.00319,0.0,1300,0.245385,0.004387,9,319,0,1
0xc9f7c89b408cb1fc2e0b53f1166130d59e037cef,4.1618,3.5792,1.380002,0.0,502,0.193227,5.743336,5,97,0,1
0x65e3a6cb2bb495cad680538b218ca556d6e8df02,0.0,1.157920892373162e+59,0.0,0.0,1868,0.004283,0.095133,1,8,0,1
0x862c761204238c0cc33c58473bc7215546c8a078,2.9855,2.4779,0.000307,0.0,0,0.0,0.000918,0,0,0,1
0x1349a104580a3c1cc1008e2dd805a09805c39e33,1.3668,1.1345,0.000223,0.0,1391,0.163911,0.000305,12,228,0,1
0x0b2d536df0426fc6d8f5a0086f00029b1a28cd42,1.2269,1.006,0.002245,0.0,1450,0.381379,0.002755,18,553,0,1
0x3c8af873ccf3379491750835130d1d81beecc9c3,1.3386,1.0744,0.001605,0.0,1621,0.558914,0.002148,29,906,0,1
0x7a8c5da952f491507a34692cf53a5a8e3e2c214a,0.0,1.157920892373162e+59,0.0,0.0,1221,0.015561,0.150374,1,19,0,1
0x939da7e28aaf527a95c89b435916b3eda9623bdc,4.3944,3.7488,6.485351,0.0,1337,0.026926,28.498941,3,36,0,1
0x36beeda32a208149d92f07996a8600b7a105ded7,0.0,1.157920892373162e+59,0.0,0.0,1228,0.519544,0.001321,12,638,0,1
0x014824fda94b722820b504b7ffde78d27bd8e2b4,1.3597,1.1286,0.002237,0.0,1325,0.396981,0.003042,10,526,0,1
0x5ef9f94c5708b01d67985e46fd53f15cf0da4d2c,1.3741,1.1405,0.002232,0.0,1607,1.353454,0.003067,52,2175,0,1
0xa3b6578d97c6c361097402ff9e36c704eb67b56b,1.3241,1.1387,0.001846,0.0,1506,0.028552,0.002444,3,43,0,1
0x58e4a865d0bb317fff4bdad1e0953e37eaff1ae0,0.0,1.157920892373162e+59,0.0,0.0,778,0.242931,1.753757,3,189,0,1
0xa94fed541bdc4c82a02db3c926dfcc85d63d526c,1.42,1.1786,0.000966,0.0,1810,0.155249,0.001372,7,281,0,1
0x5607059a32f0d7228815dd5b36a8b3e40637c380,1.42,1.1786,0.001604,0.0,1344,0.233631,0.002277,12,314,0,1
0xfde18bd06a2ba20f6241bcdac5ffc7c8ba8619c4,1.4321,1.1886,0.001283,0.0,1336,0.08982,0.001837,6,120,0,1
0x4a2ff57467db1290cf32cf106c96987d5f4eca1a,1.4372,1.1929,0.000316,0.0,1493,0.48493,0.000454,17,724,0,1
